,angle,weather,date,image_name,spaces,spaces_occupied,spaces_unlabeled
PUCPR_Cloudy_2012-09-12_2012-09-12_08_47_19.jpg,PUCPR,Cloudy,2012-09-12,2012-09-12_08_47_19.jpg,100,95,0
PUCPR_Cloudy_2012-09-12_2012-09-12_09_50_14.jpg,PUCPR,Cloudy,2012-09-12,2012-09-12_09_50_14.jpg,100,93,0
PUCPR_Cloudy_2012-09-12_2012-09-12_09_03_04.jpg,PUCPR,Cloudy,2012-09-12,2012-09-12_09_03_04.jpg,100,95,0
PUCPR_Cloudy_2012-09-12_2012-09-12_08_57_49.jpg,PUCPR,Cloudy,2012-09-12,2012-09-12_08_57_49.jpg,100,95,0
PUCPR_Cloudy_2012-09-12_2012-09-12_07_02_42.jpg,PUCPR,Cloudy,2012-09-12,2012-09-12_07_02_42.jpg,100,4,0
PUCPR_Cloudy_2012-09-12_2012-09-12_06_41_49.jpg,PUCPR,Cloudy,2012-09-12,2012-09-12_06_41_49.jpg,100,0,0
PUCPR_Cloudy_2012-09-12_2012-09-12_08_31_36.jpg,PUCPR,Cloudy,2012-09-12,2012-09-12_08_31_36.jpg,100,94,0
PUCPR_Cloudy_2012-09-16_2012-10-16_12_23_38.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_12_23_38.jpg,100,54,0
PUCPR_Cloudy_2012-09-16_2012-10-16_11_53_37.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_11_53_37.jpg,100,68,0
PUCPR_Cloudy_2012-09-16_2012-10-16_17_43_55.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_17_43_55.jpg,100,68,0
PUCPR_Cloudy_2012-09-16_2012-10-16_09_08_28.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_09_08_28.jpg,100,96,0
PUCPR_Cloudy_2012-09-16_2012-10-16_11_43_37.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_11_43_37.jpg,100,71,0
PUCPR_Cloudy_2012-09-16_2012-10-16_15_18_47.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_15_18_47.jpg,100,74,0
PUCPR_Cloudy_2012-09-16_2012-10-16_17_58_55.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_17_58_55.jpg,100,58,0
PUCPR_Cloudy_2012-09-16_2012-10-16_06_46_44.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_06_46_44.jpg,100,3,0
PUCPR_Cloudy_2012-09-16_2012-10-16_11_28_36.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_11_28_36.jpg,100,79,0
PUCPR_Cloudy_2012-09-16_2012-10-16_11_38_36.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_11_38_36.jpg,100,73,0
PUCPR_Cloudy_2012-09-16_2012-10-16_08_53_27.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_08_53_27.jpg,100,95,0
PUCPR_Cloudy_2012-09-16_2012-10-16_10_43_33.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_10_43_33.jpg,100,93,0
PUCPR_Cloudy_2012-09-16_2012-10-16_15_23_47.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_15_23_47.jpg,100,74,0
PUCPR_Cloudy_2012-09-16_2012-10-16_09_28_29.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_09_28_29.jpg,100,96,0
PUCPR_Cloudy_2012-09-16_2012-10-16_13_33_42.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_13_33_42.jpg,100,57,0
PUCPR_Cloudy_2012-09-16_2012-10-16_06_31_44.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_06_31_44.jpg,100,2,0
PUCPR_Cloudy_2012-09-16_2012-10-16_06_36_44.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_06_36_44.jpg,100,2,0
PUCPR_Cloudy_2012-09-16_2012-10-16_06_06_43.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_06_06_43.jpg,100,2,0
PUCPR_Cloudy_2012-09-16_2012-10-16_07_06_45.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_07_06_45.jpg,100,8,0
PUCPR_Cloudy_2012-09-16_2012-10-16_05_46_42.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_05_46_42.jpg,100,1,0
PUCPR_Cloudy_2012-09-16_2012-10-16_11_23_35.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_11_23_35.jpg,100,79,0
PUCPR_Cloudy_2012-09-16_2012-10-16_12_08_38.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_12_08_38.jpg,100,63,0
PUCPR_Cloudy_2012-09-16_2012-10-16_15_48_49.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_15_48_49.jpg,100,75,0
PUCPR_Cloudy_2012-09-16_2012-10-16_13_38_42.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_13_38_42.jpg,100,59,0
PUCPR_Cloudy_2012-09-16_2012-10-16_05_51_42.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_05_51_42.jpg,100,1,0
PUCPR_Cloudy_2012-09-16_2012-10-16_11_33_36.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_11_33_36.jpg,100,77,0
PUCPR_Cloudy_2012-09-16_2012-10-16_07_46_47.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_07_46_47.jpg,100,70,0
PUCPR_Cloudy_2012-09-16_2012-10-16_11_13_35.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_11_13_35.jpg,100,82,0
PUCPR_Cloudy_2012-09-16_2012-10-16_05_56_42.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_05_56_42.jpg,100,3,2
PUCPR_Cloudy_2012-09-16_2012-10-16_08_43_27.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_08_43_27.jpg,100,95,0
PUCPR_Cloudy_2012-09-16_2012-10-16_17_53_55.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_17_53_55.jpg,100,60,0
PUCPR_Cloudy_2012-09-16_2012-10-16_12_48_39.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_12_48_39.jpg,100,47,0
PUCPR_Cloudy_2012-09-16_2012-10-16_13_43_42.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_13_43_42.jpg,100,61,0
PUCPR_Cloudy_2012-09-16_2012-10-16_11_03_34.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_11_03_34.jpg,100,85,0
PUCPR_Cloudy_2012-09-16_2012-10-16_15_33_48.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_15_33_48.jpg,100,74,0
PUCPR_Cloudy_2012-09-16_2012-10-16_11_58_37.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_11_58_37.jpg,100,69,0
PUCPR_Cloudy_2012-09-16_2012-10-16_06_26_44.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_06_26_44.jpg,100,2,0
PUCPR_Cloudy_2012-09-16_2012-10-16_15_08_47.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_15_08_47.jpg,100,73,0
PUCPR_Cloudy_2012-09-16_2012-10-16_12_18_38.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_12_18_38.jpg,100,55,0
PUCPR_Cloudy_2012-09-16_2012-10-16_11_08_34.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_11_08_34.jpg,100,84,0
PUCPR_Cloudy_2012-09-16_2012-10-16_10_23_32.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_10_23_32.jpg,100,92,0
PUCPR_Cloudy_2012-09-16_2012-10-16_13_03_40.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_13_03_40.jpg,100,42,0
PUCPR_Cloudy_2012-09-16_2012-10-16_13_58_43.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_13_58_43.jpg,100,68,0
PUCPR_Cloudy_2012-09-16_2012-10-16_15_13_47.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_15_13_47.jpg,100,74,0
PUCPR_Cloudy_2012-09-16_2012-10-16_07_31_46.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_07_31_46.jpg,100,29,0
PUCPR_Cloudy_2012-09-16_2012-10-16_12_58_40.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_12_58_40.jpg,100,45,0
PUCPR_Cloudy_2012-09-16_2012-10-16_16_08_49.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_16_08_49.jpg,100,75,0
PUCPR_Cloudy_2012-09-16_2012-10-16_10_13_32.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_10_13_32.jpg,100,92,0
PUCPR_Cloudy_2012-09-16_2012-10-16_17_38_54.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_17_38_54.jpg,100,71,0
PUCPR_Cloudy_2012-09-16_2012-10-16_06_11_43.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_06_11_43.jpg,100,2,0
PUCPR_Cloudy_2012-09-16_2012-10-16_15_58_49.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_15_58_49.jpg,100,74,0
PUCPR_Cloudy_2012-09-16_2012-10-16_13_13_41.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_13_13_41.jpg,100,46,0
PUCPR_Cloudy_2012-09-16_2012-10-16_13_53_43.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_13_53_43.jpg,100,66,0
PUCPR_Cloudy_2012-09-16_2012-10-16_12_38_39.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_12_38_39.jpg,100,48,0
PUCPR_Cloudy_2012-09-16_2012-10-16_16_23_50.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_16_23_50.jpg,100,76,0
PUCPR_Cloudy_2012-09-16_2012-10-16_10_38_33.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_10_38_33.jpg,100,93,0
PUCPR_Cloudy_2012-09-16_2012-10-16_16_03_49.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_16_03_49.jpg,100,75,0
PUCPR_Cloudy_2012-09-16_2012-10-16_18_18_56.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_18_18_56.jpg,100,63,0
PUCPR_Cloudy_2012-09-16_2012-10-16_12_03_37.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_12_03_37.jpg,100,66,0
PUCPR_Cloudy_2012-09-16_2012-10-16_17_28_54.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_17_28_54.jpg,100,75,0
PUCPR_Cloudy_2012-09-16_2012-10-16_09_38_30.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_09_38_30.jpg,100,95,0
PUCPR_Cloudy_2012-09-16_2012-10-16_10_03_31.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_10_03_31.jpg,100,93,0
PUCPR_Cloudy_2012-09-16_2012-10-16_10_33_33.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_10_33_33.jpg,100,93,0
PUCPR_Cloudy_2012-09-16_2012-10-16_07_36_46.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_07_36_46.jpg,100,44,0
PUCPR_Cloudy_2012-09-16_2012-10-16_16_13_50.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_16_13_50.jpg,100,75,0
PUCPR_Cloudy_2012-09-16_2012-10-16_18_13_56.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_18_13_56.jpg,100,60,0
PUCPR_Cloudy_2012-09-16_2012-10-16_14_43_45.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_14_43_45.jpg,100,73,0
PUCPR_Cloudy_2012-09-16_2012-10-16_09_13_29.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_09_13_29.jpg,100,96,0
PUCPR_Cloudy_2012-09-16_2012-10-16_12_33_39.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_12_33_39.jpg,100,50,0
PUCPR_Cloudy_2012-09-16_2012-10-16_18_03_56.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_18_03_56.jpg,100,57,0
PUCPR_Cloudy_2012-09-16_2012-10-16_12_13_38.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_12_13_38.jpg,100,59,0
PUCPR_Cloudy_2012-09-16_2012-10-16_07_26_46.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_07_26_46.jpg,100,21,0
PUCPR_Cloudy_2012-09-16_2012-10-16_06_56_45.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_06_56_45.jpg,100,5,0
PUCPR_Cloudy_2012-09-16_2012-10-16_08_38_27.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_08_38_27.jpg,100,95,0
PUCPR_Cloudy_2012-09-16_2012-10-16_15_03_46.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_15_03_46.jpg,100,74,0
PUCPR_Cloudy_2012-09-16_2012-10-16_15_28_47.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_15_28_47.jpg,100,74,0
PUCPR_Cloudy_2012-09-16_2012-10-16_13_08_40.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_13_08_40.jpg,100,43,0
PUCPR_Cloudy_2012-09-16_2012-10-16_17_23_53.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_17_23_53.jpg,100,76,0
PUCPR_Cloudy_2012-09-16_2012-10-16_10_53_34.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_10_53_34.jpg,100,88,0
PUCPR_Cloudy_2012-09-16_2012-10-16_10_48_34.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_10_48_34.jpg,100,91,0
PUCPR_Cloudy_2012-09-16_2012-10-16_06_41_44.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_06_41_44.jpg,100,3,0
PUCPR_Cloudy_2012-09-16_2012-10-16_14_18_44.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_14_18_44.jpg,100,71,0
PUCPR_Cloudy_2012-09-16_2012-10-16_16_53_52.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_16_53_52.jpg,100,72,0
PUCPR_Cloudy_2012-09-16_2012-10-16_16_38_51.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_16_38_51.jpg,100,72,0
PUCPR_Cloudy_2012-09-16_2012-10-16_10_18_32.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_10_18_32.jpg,100,92,0
PUCPR_Cloudy_2012-09-16_2012-10-16_14_28_45.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_14_28_45.jpg,100,74,0
PUCPR_Cloudy_2012-09-16_2012-10-16_16_43_51.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_16_43_51.jpg,100,72,0
PUCPR_Cloudy_2012-09-16_2012-10-16_14_53_46.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_14_53_46.jpg,100,75,0
PUCPR_Cloudy_2012-09-16_2012-10-16_06_51_45.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_06_51_45.jpg,100,4,0
PUCPR_Cloudy_2012-09-16_2012-10-16_09_33_29.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_09_33_29.jpg,100,96,0
PUCPR_Cloudy_2012-09-16_2012-10-16_07_01_45.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_07_01_45.jpg,100,7,0
PUCPR_Cloudy_2012-09-16_2012-10-16_11_18_35.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_11_18_35.jpg,100,79,0
PUCPR_Cloudy_2012-09-16_2012-10-16_14_58_46.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_14_58_46.jpg,100,75,0
PUCPR_Cloudy_2012-09-16_2012-10-16_08_33_27.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_08_33_27.jpg,100,94,0
PUCPR_Cloudy_2012-09-16_2012-10-16_13_28_41.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_13_28_41.jpg,100,49,0
PUCPR_Cloudy_2012-09-16_2012-10-16_11_48_37.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_11_48_37.jpg,100,70,0
PUCPR_Cloudy_2012-09-16_2012-10-16_07_16_45.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_07_16_45.jpg,100,14,2
PUCPR_Cloudy_2012-09-16_2012-10-16_12_43_39.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_12_43_39.jpg,100,48,0
PUCPR_Cloudy_2012-09-16_2012-10-16_07_21_46.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_07_21_46.jpg,100,14,0
PUCPR_Cloudy_2012-09-16_2012-10-16_12_53_40.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_12_53_40.jpg,100,46,0
PUCPR_Cloudy_2012-09-16_2012-10-16_10_08_31.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_10_08_31.jpg,100,93,0
PUCPR_Cloudy_2012-09-16_2012-10-16_17_08_52.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_17_08_52.jpg,100,74,0
PUCPR_Cloudy_2012-09-16_2012-10-16_09_53_31.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_09_53_31.jpg,100,95,0
PUCPR_Cloudy_2012-09-16_2012-10-16_13_48_43.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_13_48_43.jpg,100,62,0
PUCPR_Cloudy_2012-09-16_2012-10-16_09_48_30.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_09_48_30.jpg,100,94,0
PUCPR_Cloudy_2012-09-16_2012-10-16_09_58_31.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_09_58_31.jpg,100,93,0
PUCPR_Cloudy_2012-09-16_2012-10-16_06_16_43.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_06_16_43.jpg,100,2,0
PUCPR_Cloudy_2012-09-16_2012-10-16_08_58_28.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_08_58_28.jpg,100,95,0
PUCPR_Cloudy_2012-09-16_2012-10-16_06_01_42.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_06_01_42.jpg,100,2,0
PUCPR_Cloudy_2012-09-16_2012-10-16_15_43_48.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_15_43_48.jpg,100,73,0
PUCPR_Cloudy_2012-09-16_2012-10-16_10_58_34.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_10_58_34.jpg,100,87,0
PUCPR_Cloudy_2012-09-16_2012-10-16_17_48_55.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_17_48_55.jpg,100,66,0
PUCPR_Cloudy_2012-09-16_2012-10-16_14_23_44.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_14_23_44.jpg,100,70,0
PUCPR_Cloudy_2012-09-16_2012-10-16_09_18_29.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_09_18_29.jpg,100,95,0
PUCPR_Cloudy_2012-09-16_2012-10-16_17_33_54.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_17_33_54.jpg,100,76,0
PUCPR_Cloudy_2012-09-16_2012-10-16_16_28_50.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_16_28_50.jpg,100,76,0
PUCPR_Cloudy_2012-09-16_2012-10-16_14_38_45.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_14_38_45.jpg,100,73,0
PUCPR_Cloudy_2012-09-16_2012-10-16_16_48_51.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_16_48_51.jpg,100,73,0
PUCPR_Cloudy_2012-09-16_2012-10-16_16_58_52.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_16_58_52.jpg,100,72,0
PUCPR_Cloudy_2012-09-16_2012-10-16_09_43_30.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_09_43_30.jpg,100,96,0
PUCPR_Cloudy_2012-09-16_2012-10-16_13_18_41.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_13_18_41.jpg,100,48,0
PUCPR_Cloudy_2012-09-16_2012-10-16_17_13_53.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_17_13_53.jpg,100,73,0
PUCPR_Cloudy_2012-09-16_2012-10-16_18_08_56.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_18_08_56.jpg,100,60,0
PUCPR_Cloudy_2012-09-16_2012-10-16_15_38_48.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_15_38_48.jpg,100,73,0
PUCPR_Cloudy_2012-09-16_2012-10-16_16_33_51.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_16_33_51.jpg,100,74,0
PUCPR_Cloudy_2012-09-16_2012-10-16_07_11_45.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_07_11_45.jpg,100,9,0
PUCPR_Cloudy_2012-09-16_2012-10-16_12_28_39.jpg,PUCPR,Cloudy,2012-09-16,2012-10-16_12_28_39.jpg,100,52,0
